"year","gdppc","code"
1932,12103,"LTU"
1936,12103,"LTU"
1940,12103,"LTU"
1944,12103,"LTU"
1948,12103,"LTU"
1952,12103,"LTU"
1956,12103,"LTU"
1960,12103,"LTU"
1964,12103,"LTU"
1968,12103,"LTU"
1972,12103,"LTU"
1976,12373.4285714286,"LTU"
1980,12734,"LTU"
1984,13796,"LTU"
1988,14851,"LTU"
1992,10240.9392301755,"LTU"
1996,8793.70079785355,"LTU"
2000,10806.8738960776,"LTU"
2004,14995.7669761907,"LTU"
2008,20879.8024701771,"LTU"
2012,21305.0029889157,"LTU"
2016,24886.8400842498,"LTU"
2020,28971.8442372642,"LTU"
1896,13378,"LUX"
1900,13378,"LUX"
1904,13378,"LUX"
1908,13378,"LUX"
1912,13378,"LUX"
1916,13378,"LUX"
1920,13378,"LUX"
1924,13378,"LUX"
1928,13378,"LUX"
1932,13378,"LUX"
1936,13378,"LUX"
1940,13378,"LUX"
1944,13378,"LUX"
1948,13378,"LUX"
1952,13162,"LUX"
1956,14343,"LUX"
1960,15870,"LUX"
1964,17864,"LUX"
1968,18774,"LUX"
1972,22236,"LUX"
1976,23100,"LUX"
1980,24951,"LUX"
1984,27303,"LUX"
1988,33351,"LUX"
1992,39231.5935018864,"LUX"
1996,40687.9029627924,"LUX"
2000,50063.824076531,"LUX"
2004,52624.1624829064,"LUX"
2008,56383.1908193867,"LUX"
2012,53675.4598020413,"LUX"
2016,55516.0960316446,"LUX"
2020,53489.3317439286,"LUX"
1896,1516,"MAD"
1900,1516,"MAD"
1904,1516,"MAD"
1908,1516,"MAD"
1912,1516,"MAD"
1916,1516,"MAD"
1920,1516,"MAD"
1924,1516,"MAD"
1928,1516,"MAD"
1932,1516,"MAD"
1936,1516,"MAD"
1940,1516,"MAD"
1944,1516,"MAD"
1948,1516,"MAD"
1952,1581,"MAD"
1956,1709,"MAD"
1960,1793,"MAD"
1964,1779,"MAD"
1968,1871,"MAD"
1972,1916,"MAD"
1976,1694,"MAD"
1980,1680,"MAD"
1984,1305,"MAD"
1988,1240,"MAD"
1992,1152.64606233185,"MAD"
1996,1132.44372349517,"MAD"
2000,1238.77641282628,"MAD"
2004,1239.89697488554,"MAD"
2008,1458.785339507,"MAD"
2012,1350.63804000471,"MAD"
2016,1379.36983425936,"MAD"
2020,1300.54283641142,"MAD"
1896,424.894751260136,"MAW"
1900,424.894751260136,"MAW"
1904,424.894751260136,"MAW"
1908,417.084185979619,"MAW"
1912,438.953768765067,"MAW"
1916,482.555555555555,"MAW"
1920,430,"MAW"
1924,495.296296296296,"MAW"
1928,504.851851851852,"MAW"
1932,629.074074074074,"MAW"
1936,684.814814814815,"MAW"
1940,686.407407407408,"MAW"
1944,611.783068783069,"MAW"
1948,514.407407407408,"MAW"
1952,540,"MAW"
1956,599,"MAW"
1960,628,"MAW"
1964,572,"MAW"
1968,697,"MAW"
1972,851,"MAW"
1976,942,"MAW"
1980,1004,"MAW"
1984,925,"MAW"
1988,872,"MAW"
1992,802.930500182944,"MAW"
1996,972.821356136859,"MAW"
2000,967.087207836506,"MAW"
2004,922.761274523614,"MAW"
2008,1017.82081007633,"MAW"
2012,1089.30642089448,"MAW"
2016,1138.73629946876,"MAW"
2020,1186.68271787337,"MAW"
1896,849.377281191807,"MAS"
1900,817.743016759777,"MAS"
1904,822.519553072626,"MAS"
1908,983.966480446928,"MAS"
1912,1093.82681564246,"MAS"
1916,1389.01675977654,"MAS"
1920,1786.42458100559,"MAS"
1924,2044.35754189944,"MAS"
1928,2537.29608938547,"MAS"
1932,2792.36312849162,"MAS"
1936,2906.04469273743,"MAS"
1940,2037,"MAS"
1944,2281.8,"MAS"
1948,1889,"MAS"
1952,2345,"MAS"
1956,2399,"MAS"
1960,2439,"MAS"
1964,2754,"MAS"
1968,3096,"MAS"
1972,3649,"MAS"
1976,4638,"MAS"
1980,5829,"MAS"
1984,6867,"MAS"
1988,7144,"MAS"
1992,9383.9321554432,"MAS"
1996,12668.6683263801,"MAS"
2000,13474.7014620996,"MAS"
2004,15087.2514335779,"MAS"
2008,17865.6408788889,"MAS"
2012,20162.1778664827,"MAS"
2016,23251.9029840136,"MAS"
2020,24279.3156330182,"MAS"
1896,728,"MLI"
1900,728,"MLI"
1904,728,"MLI"
1908,728,"MLI"
1912,728,"MLI"
1916,728,"MLI"
1920,728,"MLI"
1924,728,"MLI"
1928,728,"MLI"
1932,728,"MLI"
1936,728,"MLI"
1940,728,"MLI"
1944,728,"MLI"
1948,728,"MLI"
1952,752,"MLI"
1956,803,"MLI"
1960,851,"MLI"
1964,888,"MLI"
1968,923,"MLI"
1972,971,"MLI"
1976,1090,"MLI"
1980,1168,"MLI"
1984,1084,"MLI"
1988,1116,"MLI"
1992,1115.40597097193,"MLI"
1996,1130.50966495942,"MLI"
2000,1153.04614535542,"MLI"
2004,1366.98306657794,"MLI"
2008,1460.49598003884,"MLI"
2012,1449.19594973114,"MLI"
2016,1602.78191459766,"MLI"
2020,1638.93045029763,"MLI"
1896,1573,"MLT"
1900,1573,"MLT"
1904,1573,"MLT"
1908,1573,"MLT"
1912,1573,"MLT"
1916,1573,"MLT"
1920,1573,"MLT"
1924,1573,"MLT"
1928,1573,"MLT"
1932,1573,"MLT"
1936,1573,"MLT"
1940,1573,"MLT"
1944,1573,"MLT"
1948,1573,"MLT"
1952,1701,"MLT"
1956,2150,"MLT"
1960,2383,"MLT"
1964,2343,"MLT"
1968,3309,"MLT"
1972,4299,"MLT"
1976,6684,"MLT"
1980,8920,"MLT"
1984,9797,"MLT"
1988,11765,"MLT"
1992,14341.301596372,"MLT"
1996,16932.0478420539,"MLT"
2000,20434.5494704823,"MLT"
2004,21233.0010143525,"MLT"
2008,23674.5943056587,"MLT"
2012,24629.7773695443,"MLT"
2016,29207.2702818468,"MLT"
2020,29703.7620040118,"MLT"
1896,679,"MTN"
1900,679,"MTN"
1904,679,"MTN"
1908,679,"MTN"
1912,679,"MTN"
1916,679,"MTN"
1920,679,"MTN"
1924,679,"MTN"
1928,679,"MTN"
1932,679,"MTN"
1936,679,"MTN"
1940,679,"MTN"
1944,679,"MTN"
1948,679,"MTN"
1952,717,"MTN"
1956,797,"MTN"
1960,913,"MTN"
1964,1208,"MTN"
1968,1471,"MTN"
1972,1511,"MTN"
1976,1779,"MTN"
1980,1682,"MTN"
1984,1486,"MTN"
1988,1533,"MTN"
1992,1559.90485866062,"MTN"
1996,1873.05086807197,"MTN"
2000,1934.74203577032,"MTN"
2004,2185.95025896162,"MTN"
2008,2895.66499160281,"MTN"
2012,3213,"MTN"
2016,3376.7524621544,"MTN"
2020,3532.29773513121,"MTN"
1896,3942,"MRI"
1900,3942,"MRI"
1904,3942,"MRI"
1908,3942,"MRI"
1912,3942,"MRI"
1916,3942,"MRI"
1920,3942,"MRI"
1924,3942,"MRI"
1928,3942,"MRI"
1932,3942,"MRI"
1936,3942,"MRI"
1940,3942,"MRI"
1944,3942,"MRI"
1948,3942,"MRI"
1952,4002,"MRI"
1956,4106,"MRI"
1960,4396,"MRI"
1964,5196,"MRI"
1968,4602,"MRI"
1972,5128,"MRI"
1976,7264,"MRI"
1980,6970,"MRI"
1984,7798,"MRI"
1988,10418,"MRI"
1992,12002.3801502419,"MRI"
1996,12841.9305308466,"MRI"
2000,14272.3009237175,"MRI"
2004,14854.6136879255,"MRI"
2008,15957.9602249536,"MRI"
2012,17021.2462280476,"MRI"
2016,19525.3151905227,"MRI"
2020,18445.974909733,"MRI"
1896,1785,"MEX"
1900,1822,"MEX"
1904,1992,"MEX"
1908,2203,"MEX"
1912,2131,"MEX"
1916,2130,"MEX"
1920,2552,"MEX"
1924,2523,"MEX"
1928,2565,"MEX"
1932,1890,"MEX"
1936,2444,"MEX"
1940,2560,"MEX"
1944,2998,"MEX"
1948,3188,"MEX"
1952,3706,"MEX"
1956,4213,"MEX"
1960,4723,"MEX"
1964,5555,"MEX"
1968,6432,"MEX"
1972,7256,"MEX"
1976,8131,"MEX"
1980,9929,"MEX"
1984,9777,"MEX"
1988,9193,"MEX"
1992,10262.2106803239,"MEX"
1996,10386.4991208587,"MEX"
2000,12613.3960519094,"MEX"
2004,13287.5999017971,"MEX"
2008,14808.0899633769,"MEX"
2012,15547.9945212814,"MEX"
2016,16705.0464647827,"MEX"
2020,15253.6913131363,"MEX"
1896,677,"MGL"
1900,677,"MGL"
1904,677,"MGL"
1908,677,"MGL"
1912,677,"MGL"
1916,677,"MGL"
1920,677,"MGL"
1924,677,"MGL"
1928,677,"MGL"
1932,677,"MGL"
1936,677,"MGL"
1940,677,"MGL"
1944,677,"MGL"
1948,677,"MGL"
1952,719,"MGL"
1956,810,"MGL"
1960,912,"MGL"
1964,1027,"MGL"
1968,1154,"MGL"
1972,1256,"MGL"
1976,1401,"MGL"
1980,1618,"MGL"
1984,1940,"MGL"
1988,2227,"MGL"
1992,1841.01246368828,"MGL"
1996,2271.798711275,"MGL"
2000,2936.06277869726,"MGL"
2004,4334.23138375912,"MGL"
2008,6982.14643001293,"MGL"
2012,10493,"MGL"
2016,12313.5435935755,"MGL"
2020,12990.3285632304,"MGL"
1896,1784,"MNE"
1900,1784,"MNE"
1904,1784,"MNE"
1908,1784,"MNE"
1912,1784,"MNE"
1916,1784,"MNE"
1920,1784,"MNE"
1924,1784,"MNE"
1928,1784,"MNE"
1932,1784,"MNE"
1936,1784,"MNE"
1940,1784,"MNE"
1944,1784,"MNE"
1948,1784,"MNE"
1952,1784,"MNE"
1956,1906,"MNE"
1960,2439,"MNE"
1964,3732,"MNE"
1968,4160,"MNE"
1972,5206,"MNE"
1976,5740,"MNE"
1980,7992,"MNE"
1984,7828,"MNE"
1988,7299,"MNE"
1992,4605.29885365734,"MNE"
1996,4663.16006868561,"MNE"
2000,6046.14222843826,"MNE"
2004,8193.74969155216,"MNE"
2008,13550.3563815497,"MNE"
2012,15421,"MNE"
2016,17777.4169285553,"MNE"
2020,17355.6238743236,"MNE"
1896,1039.09302325581,"MAR"
1900,1060.95348837209,"MAR"
1904,1082.81395348837,"MAR"
1908,1104.67441860465,"MAR"
1912,1126.53488372093,"MAR"
1916,1228.24324324324,"MAR"
1920,1356.56756756757,"MAR"
1924,1484.89189189189,"MAR"
1928,1613.21621621622,"MAR"
1932,1741.54054054054,"MAR"
1936,1869.86486486486,"MAR"
1940,1998.18918918919,"MAR"
1944,2126.51351351351,"MAR"
1948,2254.83783783784,"MAR"
1952,2327,"MAR"
1956,2313,"MAR"
1960,2118,"MAR"
1964,2201,"MAR"
1968,2429,"MAR"
1972,2660,"MAR"
1976,3175,"MAR"
1980,3622,"MAR"
1984,3657,"MAR"
1988,4077,"MAR"
1992,4194.44690978948,"MAR"
1996,4603.65195843106,"MAR"
2000,4753.63825365122,"MAR"
2004,5584.15384967664,"MAR"
2008,6530.97807194875,"MAR"
2012,7355.32597285302,"MAR"
2016,7912.22209069393,"MAR"
2020,7849.20793121245,"MAR"
1896,1806,"MOZ"
1900,1806,"MOZ"
1904,1806,"MOZ"
1908,1806,"MOZ"
1912,1806,"MOZ"
1916,1806,"MOZ"
1920,1806,"MOZ"
1924,1806,"MOZ"
1928,1806,"MOZ"
1932,1806,"MOZ"
1936,1806,"MOZ"
1940,1806,"MOZ"
1944,1806,"MOZ"
1948,1806,"MOZ"
1952,1878,"MOZ"
1956,1980,"MOZ"
1960,2115,"MOZ"
1964,2150,"MOZ"
1968,2469,"MOZ"
1972,2906,"MOZ"
1976,2064,"MOZ"
1980,1945,"MOZ"
1984,1629,"MOZ"
1988,1701,"MOZ"
1992,1482.41662537559,"MOZ"
1996,1325.5953686561,"MOZ"
2000,1196.01487944941,"MOZ"
2004,1125.83211784106,"MOZ"
2008,1031.36220648499,"MOZ"
2012,964.582332241387,"MOZ"
2016,1102.81731018121,"MOZ"
2020,1076.694042528,"MOZ"
1896,1063.83870967742,"MYA"
1900,1103.96774193548,"MYA"
1904,986.8,"MYA"
1908,928.4,"MYA"
1912,1030,"MYA"
1916,1312,"MYA"
1920,1168.8,"MYA"
1924,1232,"MYA"
1928,1354,"MYA"
1932,1417.6,"MYA"
1936,1336,"MYA"
1940,1088.5,"MYA"
1944,905.5,"MYA"
1948,722.5,"MYA"
1952,716,"MYA"
1956,781,"MYA"
1960,899,"MYA"
1964,976,"MYA"
1968,976,"MYA"
1972,1023,"MYA"
1976,1103,"MYA"
1980,1320,"MYA"
1984,1492,"MYA"
1988,1207,"MYA"
1992,1283.82548302487,"MYA"
1996,1469.03173707452,"MYA"
2000,1843.494517528,"MYA"
2004,2664.94125386245,"MYA"
2008,3585.76522166707,"MYA"
2012,4091.201818102,"MYA"
2016,5252.8322087646,"MYA"
2020,6282.81171320345,"MYA"
1896,4009,"NAM"
1900,4009,"NAM"
1904,4009,"NAM"
1908,4009,"NAM"
1912,4009,"NAM"
1916,4009,"NAM"
1920,4009,"NAM"
1924,4009,"NAM"
1928,4009,"NAM"
1932,4009,"NAM"
1936,4009,"NAM"
1940,4009,"NAM"
1944,4009,"NAM"
1948,4009,"NAM"
1952,4066,"NAM"
1956,4340,"NAM"
1960,4855,"NAM"
1964,6468,"NAM"
1968,6253,"NAM"
1972,6156,"NAM"
1976,6150,"NAM"
1980,6293,"NAM"
1984,5539,"NAM"
1988,5386,"NAM"
1992,5532.67248715834,"NAM"
1996,5687.11666368584,"NAM"
2000,5971.81478654904,"NAM"
2004,6712.77178402593,"NAM"
2008,7618.0309766976,"NAM"
2012,8482.41525464921,"NAM"
2016,9152.54836624414,"NAM"
2020,7734.60547976822,"NAM"
1896,779.46511627907,"NEP"
1900,800.767441860465,"NEP"
1904,822.06976744186,"NEP"
1908,843.372093023256,"NEP"
1912,864.674418604651,"NEP"
1916,864.486486486486,"NEP"
1920,857.135135135135,"NEP"
1924,849.783783783784,"NEP"
1928,842.432432432432,"NEP"
1932,835.081081081081,"NEP"
1936,827.72972972973,"NEP"
1940,820.378378378378,"NEP"
1944,813.027027027027,"NEP"
1948,805.675675675676,"NEP"
1952,835,"NEP"
1956,925,"NEP"
1960,980,"NEP"
1964,1012,"NEP"
1968,1023,"NEP"
1972,1034,"NEP"
1976,1071,"NEP"
1980,1057,"NEP"
1984,1152,"NEP"
1988,1269,"NEP"
1992,1374.66118498648,"NEP"
1996,1511.73367300972,"NEP"
2000,1676.7456451079,"NEP"
2004,1802.14384785063,"NEP"
2008,2021.15408379838,"NEP"
2012,2258,"NEP"
2016,2443.43248176895,"NEP"
2020,2832.86094476391,"NEP"
1896,5359,"NED"
1900,5306,"NED"
1904,5541,"NED"
1908,5628,"NED"
1912,6245,"NED"
1916,6306,"NED"
1920,6727,"NED"
1924,7803,"NED"
1928,9118,"NED"
1932,8026,"NED"
1936,8273,"NED"
1940,7701,"NED"
1944,4222,"NED"
1948,8751,"NED"
1952,9698,"NED"
1956,11953,"NED"
1960,13209,"NED"
1964,15042,"NED"
1968,17365,"NED"
1972,20079,"NED"
1976,22132,"NED"
1980,23438,"NED"
1984,23750,"NED"
1988,25574,"NED"
1992,28555.7318435624,"NED"
1996,31811.7391778462,"NED"
2000,37899.9503776595,"NED"
2004,39682.3761124684,"NED"
2008,44840.7113700653,"NED"
2012,43968.2537766979,"NED"
2016,45654.4688928012,"NED"
2020,46014.4842869007,"NED"
1896,6357,"NZL"
1900,6851,"NZL"
1904,7285,"NZL"
1908,7707,"NZL"
1912,8303,"NZL"
1916,8161,"NZL"
1920,8992,"NZL"
1924,8198,"NZL"
1928,8195,"NZL"
1932,6897,"NZL"
1936,9309,"NZL"
1940,10042,"NZL"
1944,10947,"NZL"
1948,11045,"NZL"
1952,12427,"NZL"
1956,14346,"NZL"
1960,15087,"NZL"
1964,16606,"NZL"
1968,16809,"NZL"
1972,18889,"NZL"
1976,20161,"NZL"
1980,19681,"NZL"
1984,21783,"NZL"
1988,22022,"NZL"
1992,21093.0613402617,"NZL"
1996,24321.2480093897,"NZL"
2000,26823.0174593025,"NZL"
2004,29806.7352654402,"NZL"
2008,31444.6332354074,"NZL"
2012,32714.7326094428,"NZL"
2016,34879.9380406397,"NZL"
2020,35853.6929927152,"NZL"
1896,2007,"NCA"
1900,2007,"NCA"
1904,2007,"NCA"
1908,2007,"NCA"
1912,2007,"NCA"
1916,2007,"NCA"
1920,2007,"NCA"
1924,2098,"NCA"
1928,2523,"NCA"
1932,1863,"NCA"
1936,1583,"NCA"
1940,2179,"NCA"
1944,2299,"NCA"
1948,2460,"NCA"
1952,3016,"NCA"
1956,3186,"NCA"
1960,3148,"NCA"
1964,4092,"NCA"
1968,4419,"NCA"
1972,4543,"NCA"
1976,5099,"NCA"
1980,3414,"NCA"
1984,3308,"NCA"
1988,2498,"NCA"
1992,2163.41659168443,"NCA"
1996,2395.20217328583,"NCA"
2000,2858.5269124027,"NCA"
2004,3220.26103652372,"NCA"
2008,3856.55228301069,"NCA"
2012,4376,"NCA"
2016,5015.86432445672,"NCA"
2020,4575.1863250968,"NCA"
1896,983,"NIG"
1900,983,"NIG"
1904,983,"NIG"
1908,983,"NIG"
1912,983,"NIG"
1916,983,"NIG"
1920,983,"NIG"
1924,983,"NIG"
1928,983,"NIG"
1932,983,"NIG"
1936,983,"NIG"
1940,983,"NIG"
1944,983,"NIG"
1948,983,"NIG"
1952,1023,"NIG"
1956,1103,"NIG"
1960,1213,"NIG"
1964,1415,"NIG"
1968,1398,"NIG"
1972,1282,"NIG"
1976,1033,"NIG"
1980,1291,"NIG"
1984,956,"NIG"
1988,939,"NIG"
1992,785.263618323698,"NIG"
1996,712.855845272195,"NIG"
2000,693.376547623471,"NIG"
2004,725.131636267338,"NIG"
2008,809.450392071507,"NIG"
2012,849.797741264797,"NIG"
2016,903.571548725605,"NIG"
2020,962.782290038482,"NIG"
1896,983.266932270916,"NGR"
1900,1024.70119521912,"NGR"
1904,988.04780876494,"NGR"
1908,1002.39043824701,"NGR"
1912,988.04780876494,"NGR"
1916,846.215139442231,"NGR"
1920,988.04780876494,"NGR"
1924,855.776892430279,"NGR"
1928,956.175298804781,"NGR"
1932,896.414342629482,"NGR"
1936,1074.10358565737,"NGR"
1940,878.08764940239,"NGR"
1944,889.926010244735,"NGR"
1948,1096.64200341491,"NGR"
1952,1323,"NGR"
1956,1309,"NGR"
1960,1307,"NGR"
1964,1451,"NGR"
1968,1114,"NGR"
1972,1908,"NGR"
1976,2208,"NGR"
1980,2080,"NGR"
1984,1527,"NGR"
1988,1667,"NGR"
1992,1793.94013667409,"NGR"
1996,1924.08840384563,"NGR"
2000,2144.82540433565,"NGR"
2004,3136.62742586954,"NGR"
2008,4084.20026035943,"NGR"
2012,5216.31562104109,"NGR"
2016,5337.12944295536,"NGR"
2020,4976.32235844951,"NGR"
1896,3102,"NOR"
1900,3249,"NOR"
1904,3288,"NOR"
1908,3612,"NOR"
1912,4050,"NOR"
1916,4803,"NOR"
1920,4739,"NOR"
1924,4787,"NOR"
1928,5241,"NOR"
1932,5526,"NOR"
1936,6432,"NOR"
1940,6437,"NOR"
1944,5719,"NOR"
1948,8199,"NOR"
1952,9267,"NOR"
1956,10480,"NOR"
1960,11483,"NOR"
1964,13256,"NOR"
1968,15224,"NOR"
1972,17409,"NOR"
1976,20610,"NOR"
1980,24031,"NOR"
1984,26321,"NOR"
1988,28786,"NOR"
1992,33041.2054394645,"NOR"
1996,43133.1434703702,"NOR"
2000,54039.9607277985,"NOR"
2004,64824.1444301464,"NOR"
2008,76522.0634426551,"NOR"
2012,81725.2185056822,"NOR"
2016,83213.0125924677,"NOR"
2020,83543.0983294295,"NOR"
1896,993,"OMA"
1900,993,"OMA"
1904,993,"OMA"
1908,993,"OMA"
1912,993,"OMA"
1916,993,"OMA"
1920,993,"OMA"
1924,993,"OMA"
1928,993,"OMA"
1932,993,"OMA"
1936,993,"OMA"
1940,993,"OMA"
1944,993,"OMA"
1948,993,"OMA"
1952,1079,"OMA"
1956,1274,"OMA"
1960,1490,"OMA"
1964,1714,"OMA"
1968,4932,"OMA"
1972,6271,"OMA"
1976,7328,"OMA"
1980,6491,"OMA"
1984,9526,"OMA"
1988,10633,"OMA"
1992,12251.1576128381,"OMA"
1996,16491.1678287698,"OMA"
2000,24186.3653983285,"OMA"
2004,28607.0843640724,"OMA"
2008,40909.9379307961,"OMA"
2012,47427.583109669,"OMA"
2016,51382.7360663662,"OMA"
2020,46133.2098038145,"OMA"
1896,1025,"PAK"
1900,1025,"PAK"
1904,1025,"PAK"
1908,1025,"PAK"
1912,1025,"PAK"
1916,1025,"PAK"
1920,1025,"PAK"
1924,1025,"PAK"
1928,1025,"PAK"
1932,1025,"PAK"
1936,1025,"PAK"
1940,1025,"PAK"
1944,1025,"PAK"
1948,1025,"PAK"
1952,950,"PAK"
1956,1017,"PAK"
1960,1031,"PAK"
1964,1208,"PAK"
1968,1361,"PAK"
1972,1455,"PAK"
1976,1604,"PAK"
1980,1851,"PAK"
1984,2106,"PAK"
1988,2442,"PAK"
1992,2732.38162109905,"PAK"
1996,2979.80822550806,"PAK"
2000,3154.51158006955,"PAK"
2004,3664.53343212702,"PAK"
2008,4224.40480371735,"PAK"
2012,4538.34565925404,"PAK"
2016,5030.83531500595,"PAK"
2020,5242.69508229642,"PAK"
1896,2276,"PAN"
1900,2276,"PAN"
1904,2276,"PAN"
1908,2504,"PAN"
1912,2930,"PAN"
1916,2888,"PAN"
1920,2445,"PAN"
1924,2491,"PAN"
1928,2558,"PAN"
1932,2362,"PAN"
1936,2507,"PAN"
1940,2651,"PAN"
1944,3156,"PAN"
1948,2724,"PAN"
1952,2557,"PAN"
1956,2836,"PAN"
1960,3217,"PAN"
1964,3929,"PAN"
1968,4752,"PAN"
1972,5571,"PAN"
1976,5604,"PAN"
1980,6849,"PAN"
1984,7192,"PAN"
1988,6743,"PAN"
1992,8148.63157836697,"PAN"
1996,8652.0757584253,"PAN"
2000,9898.78778060818,"PAN"
2004,10769.5231825041,"PAN"
2008,14466.9673417838,"PAN"
2012,18051,"PAN"
2016,21445.1247474898,"PAN"
2020,18840.7390950544,"PAN"
1896,2858,"PAR"
1900,2858,"PAR"
1904,2858,"PAR"
1908,2858,"PAR"
1912,2858,"PAR"
1916,2858,"PAR"
1920,2858,"PAR"
1924,2858,"PAR"
1928,2858,"PAR"
1932,2858,"PAR"
1936,2858,"PAR"
1940,2644,"PAR"
1944,2705,"PAR"
1948,2300,"PAR"
1952,2273,"PAR"
1956,2335,"PAR"
1960,2346,"PAR"
1964,2546,"PAR"
1968,2699,"PAR"
1972,3017,"PAR"
1976,3629,"PAR"
1980,5113,"PAR"
1984,4945,"PAR"
1988,5082,"PAR"
1992,5186.56395411901,"PAR"
1996,5360.7433034385,"PAR"
2000,4896.42954805479,"PAR"
2004,5876.6602742802,"PAR"
2008,6713.03020771669,"PAR"
2012,7232.37609714551,"PAR"
2016,8438.70944690592,"PAR"
2020,8603.07896866248,"PAR"
1896,917,"PER"
1900,1084,"PER"
1904,1299,"PER"
1908,1549,"PER"
1912,1613,"PER"
1916,1889,"PER"
1920,1954,"PER"
1924,2429,"PER"
1928,2796,"PER"
1932,2268,"PER"
1936,3078,"PER"
1940,3046,"PER"
1944,3070,"PER"
1948,3282,"PER"
1952,3964,"PER"
1956,4385,"PER"
1960,4733,"PER"
1964,5523,"PER"
1968,5874,"PER"
1972,6264,"PER"
1976,6808,"PER"
1980,6795,"PER"
1984,5859,"PER"
1988,6003,"PER"
1992,4698.48304766501,"PER"
1996,5739.79004436521,"PER"
2000,6038.24442697661,"PER"
2004,6731.00468731625,"PER"
2008,8812.6181817338,"PER"
2012,10605.5886969872,"PER"
2016,12132.0351109526,"PER"
2020,11136.9910902462,"PER"
1896,1058.375,"PHI"
1900,1068.125,"PHI"
1904,1082,"PHI"
1908,1235,"PHI"
1912,1452,"PHI"
1916,1599,"PHI"
1920,2055,"PHI"
1924,2133,"PHI"
1928,2219,"PHI"
1932,2212,"PHI"
1936,2174,"PHI"
1940,2402,"PHI"
1944,1487.33333333333,"PHI"
1948,1583,"PHI"
1952,1890,"PHI"
1956,2248,"PHI"
1960,2353,"PHI"
1964,2550,"PHI"
1968,2745,"PHI"
1972,2954,"PHI"
1976,3430,"PHI"
1980,3787,"PHI"
1984,3469,"PHI"
1988,3355,"PHI"
1992,3399.24261795966,"PHI"
1996,3790.77878882303,"PHI"
2000,4033.56089188223,"PHI"
2004,4562.50267556432,"PHI"
2008,5328.68244964514,"PHI"
2012,6155.82949334634,"PHI"
2016,7463.51818800498,"PHI"
2020,7624.41356494838,"PHI"
1896,2415,"POL"
1900,2700,"POL"
1904,2697.6,"POL"
1908,2695.2,"POL"
1912,2746,"POL"
1916,2869.71428571429,"POL"
1920,3000,"POL"
1924,3166.22222222222,"POL"
1928,3332.44444444444,"POL"
1932,2643,"POL"
1936,2590,"POL"
1940,3470.29822612435,"POL"
1944,3454.89467837305,"POL"
1948,3439.49113062175,"POL"
1952,4018,"POL"
1956,4565,"POL"
1960,5125,"POL"
1964,5773,"POL"
1968,6881,"POL"
1972,7986,"POL"
1976,9397,"POL"
1980,9149,"POL"
1984,9006,"POL"
1988,9228,"POL"
1992,7873.92490222084,"POL"
1996,10066.1710335318,"POL"
2000,12732.1667641745,"POL"
2004,14906.0942167897,"POL"
2008,19011.5460919055,"POL"
2012,22169.8256016437,"POL"
2016,25020.6203257842,"POL"
2020,28577.1413858914,"POL"
1896,1793,"POR"
1900,2075,"POR"
1904,2039,"POR"
1908,1943,"POR"
1912,2004,"POR"
1916,1967,"POR"
1920,1959,"POR"
1924,2233,"POR"
1928,2343,"POR"
1932,2619,"POR"
1936,2428,"POR"
1940,2574,"POR"
1944,3017,"POR"
1948,3261,"POR"
1952,3445,"POR"
1956,4087,"POR"
1960,4712,"POR"
1964,5926,"POR"
1968,7767,"POR"
1972,10130,"POR"
1976,10861,"POR"
1980,12822,"POR"
1984,12894,"POR"
1988,15729,"POR"
1992,18598.5281107458,"POR"
1996,19939.3112914324,"POR"
2000,23372.0401422301,"POR"
2004,24142.7665709259,"POR"
2008,25590.8804355362,"POR"
2012,24211.4375382567,"POR"
2016,25568.6948248787,"POR"
2020,25700.283841675,"POR"
1896,3416,"PUR"
1900,3416,"PUR"
1904,3416,"PUR"
1908,3416,"PUR"
1912,3416,"PUR"
1916,3416,"PUR"
1920,3416,"PUR"
1924,3416,"PUR"
1928,3416,"PUR"
1932,3416,"PUR"
1936,3416,"PUR"
1940,3416,"PUR"
1944,3416,"PUR"
1948,3416,"PUR"
1952,3730,"PUR"
1956,4525,"PUR"
1960,5451,"PUR"
1964,7012,"PUR"
1968,8705,"PUR"
1972,11046,"PUR"
1976,11308,"PUR"
1980,13040,"PUR"
1984,13201,"PUR"
1988,15701,"PUR"
1992,18290.7323120593,"PUR"
1996,21856.0174362912,"PUR"
2000,27392.4588351012,"PUR"
2004,32110.8369560604,"PUR"
2008,32604.0900621038,"PUR"
2012,34395,"PUR"
2016,35594.5219528839,"PUR"
2020,33787.3982257393,"PUR"
1896,48436,"QAT"
1900,48436,"QAT"
1904,48436,"QAT"
1908,48436,"QAT"
1912,48436,"QAT"
1916,48436,"QAT"
1920,48436,"QAT"
1924,48436,"QAT"
1928,48436,"QAT"
1932,48436,"QAT"
1936,48436,"QAT"
1940,48436,"QAT"
1944,48436,"QAT"
1948,48436,"QAT"
1952,47990,"QAT"
1956,50628,"QAT"
1960,52299,"QAT"
1964,42186,"QAT"
1968,58010,"QAT"
1972,62416,"QAT"
1976,55169,"QAT"
1980,45860,"QAT"
1984,20354,"QAT"
1988,12492,"QAT"
1992,15042.1231591104,"QAT"
1996,22395.2638874842,"QAT"
2000,45788.122704193,"QAT"
2004,74372.9325180593,"QAT"
2008,107402.056105853,"QAT"
2012,154339.816050374,"QAT"
2016,160051.235409427,"QAT"
2020,143118.523743067,"QAT"
